DATE,DFII5
2020-02-26,-0.36
2020-02-27,-0.37
2020-02-28,-0.44
2020-03-02,-0.44
2020-03-03,-0.57
2020-03-04,-0.59
2020-03-05,-0.61
2020-03-06,-0.56
2020-03-09,-0.32
2020-03-10,-0.14
2020-03-11,-0.03
2020-03-12,0.03
2020-03-13,0.17
2020-03-16,0.19
2020-03-17,0.50
2020-03-18,0.63
2020-03-19,0.52
2020-03-20,0.21
2020-03-23,0.01
2020-03-24,-0.03
2020-03-25,-0.13
2020-03-26,-0.21
2020-03-27,-0.13
2020-03-30,-0.18
2020-03-31,-0.12
2020-04-01,-0.19
2020-04-02,-0.34
2020-04-03,-0.39
2020-04-06,-0.41
2020-04-07,-0.38
2020-04-08,-0.40
2020-04-09,-0.49
2020-04-10,.
2020-04-13,-0.50
2020-04-14,-0.52
2020-04-15,-0.53
2020-04-16,-0.35
2020-04-17,-0.31
2020-04-20,-0.21
2020-04-21,-0.24
2020-04-22,-0.32
2020-04-23,-0.30
2020-04-24,-0.36
2020-04-27,-0.37
2020-04-28,-0.39
2020-04-29,-0.42
2020-04-30,-0.36
2020-05-01,-0.32
